,SKU,NAME,RRP 
,GATR4EHSNV,Gard Elite Fibreglass Double Trumpet Case - Synthetic Brown with Tan Leather Trim and Green Synthetic Highlights,$899.00
,GATR12WBFLK,Gard Trumpet+Mutes Wheelie Gig Bag - Leather Black,$939.00
,GATR12WBFSK,Gard Trumpet+Mutes Wheelie Gig Bag - Synthetic Black,$665.00
,GATR12WBFDLBY,Gard Trumpet+Mutes Wheelie Gig Bag - Leather Black w/ Burgundy Trim,"$1,059.00"
,Gard - Trumpet & Flugelhorn Gig Bags,,
,GATR9MLK,Gard Doublers Trumpet & Flugel Gig Bag - Leather Black,$639.00
,GATR9MSK,Gard Doublers Trumpet & Flugel Gig Bag - Synthetic Black,$415.00
,GATR13WBFLK,Gard Trumpet+Flugelhorn Wheelie Gig Bag - Leather Black,$985.00
,GATR13WBFSK,Gard Trumpet+Flugelhorn Wheelie Gig Bag - Synthetic Black,$695.00
,GATR13WBFDLBY,Gard Trumpet+Flugelhorn Wheelie Gig Bag - Leather Black w/ Burgundy Trim,"$1,079.00"
,GATR17ELK,Gard Elite Trumpet+Flugel Gig Bag - Leather Black w/ Tan Trim,$765.00
,GATR17ESK,Gard Elite Trumpet+Flugel Gig Bag - Synthetic Black w/ Tan Trim,$535.00
,GATR17ESEK,Gard Elite Trumpet+Flugel Gig Bag - Synthetic Blue w/ Black Trim,$535.00
,GATR9ECLK,Gard Elite Compact Tpt+Flugel Gig Bag - Leather Black w/ Tan Trim,$729.00
,GATR9ECSK,Gard Elite Compact Tpt+Flugel Gig Bag - Synthetic Black w/ Tan Trim,$535.00
,GATR9ECLN,Gard Elite Compact Tpt+Flugel Gig Bag - Leather Chocolate w/ Brown Trim,$729.00
,GATR9ECULK,Gard Elite Compact Tpt+Flugel Gig Bag - Leather Black Floater,$779.00
,GATR9ECSGK,Gard Elite Compact Tpt+Flugel Gig Bag - Synthetic Grey w/ Black Trim,$535.00
,GATR9ECLOY,Gard Elite Compact Tpt+Flugel Gig Bag - Leather Brown Gator w/ Blue Trim,$755.00
,Gard - Triple Trumpet Gig Bags,,
,GATR7MLK,Gard Triple Trumpet Gig Bag - Leather Black,$625.00
,GATR7MLY,Gard Triple Trumpet Gig Bag - Leather Burgundy,$689.00
,GATR7MSK,Gard Triple Trumpet Gig Bag - Synthetic Black,$409.00
,GATR7DMSBY,Gard Triple Trumpet Gig Bag - Synthetic Burgundy,$455.00
,GATR10MLK,Gard Super Triple Trumpet Gig Bag - Leather Black,$679.00
,GATR10MSK,Gard Super Triple Trumpet Gig Bag - Synthetic Black,$439.00
,GATR5MCLK,Gard Compact Triple Trumpet Gig Bag - Leather Black,$499.00
,GATR5MCSK,Gard Compact Triple Trumpet Gig Bag - Synthetic Black,$335.00
,GATR5MCLY,Gard Compact Triple Trumpet Gig Bag - Leather Burgundy,$565.00
,GATR5ECLK,Gard Elite Triple Trumpet Gig Bag - Leather Black w/ Brown Trim,$675.00
,GATR5ECSK,Gard Elite Triple Trumpet Gig Bag - Synthetic Black w/ Brown Trim,$485.00
,GATR5ECLVNB,Gard Elite Triple Trumpet Gig Bag - Leather Brown w/ Blue Trim,$675.00
,GATR5ECLCNV,Gard Elite Triple Trumpet Gig Bag - Leather Chocolate w/ Brown Trim,$675.00
,GATR5ECLNAL,Gard Elite Triple Trumpet Gig Bag - Leather Brown w/ Tan Trim,$675.00
,GATR5ECULK,Gard Elite Triple Trumpet Gig Bag - Leather Black Floater,$719.00
,GATR5ECLNLT,Gard Elite Triple Trumpet Gig Bag - Leather Antique Natural Tan,$699.00
,GATR5ECSNBH,Gard Elite Triple Trumpet Gig Bag - Nylon Blue w/ Slate Green Trim,$485.00
,GATR5ECSGK,Gard Elite Triple Trumpet Gig Bag - Synthetic Grey w/ Black Trim,$485.00
,GATR5ECLKNB,Gard Elite Triple Trumpet Gig Bag - Leather Black Gator w/ Blue Trim,$699.00
,GATR5EHLKV,Gard Elite Fibreglass Triple Trumpet Case-Black Leather with Tan Trim,"$1,199.00"
,GATR5EHSKT,Gard Elite Fibreglass Triple Trumpet Case-Black Synthetic with Tan Trim,$975.00
,GATR10WBFLK,Gard Compact Triple Trumpet Wheelie Gig Bag - Leather Black,$899.00
,GATR10WBFSK,Gard Compact Triple Trumpet Wheelie Gig Bag - Synthetic Black,$625.00
,GATR10WBFDLNT,Gard Compact Triple Trumpet Wheelie Gig Bag - Leather Brown w/ Tan Trim,$989.00
,GATR10WBFDLBY,Gard Compact Triple Trumpet Wheelie Gig Bag - Leather Black w/ Burgundy Trim,$989.00
,GATR11WBFLK,Gard Triple Trumpet Wheelie Gig Bag - Leather Black,$959.00
,GATR11WBFSK,Gard Triple Trumpet Wheelie Gig Bag - Synthetic Black,$689.00
,GATR11WBFDLBY,Gard Triple Trumpet Wheelie Gig Bag - Leather Black w/ Burgundy Trim,"$1,059.00"
,GATR11WBFDSBY,Gard Triple Trumpet Wheelie Gig Bag - Synthetic Black w/ Burgundy Trim,$759.00
,GATR14WBFLK,Gard Super Triple Trumpet Wheelie Gig Bag - Leather Black,"$1,109.00"
,GATR14WBFSK,Gard Super Triple Trumpet Wheelie Gig Bag - Synthetic Black,$769.00
,Gard - Quad Trumpet Gig Bags,,
,GATR16WBFLK,Gard Quad Trumpet Wheelie Gig Bag - Leather Black,"$1,125.00"
,GATR16WBFSK,Gard Quad Trumpet Wheelie Gig Bag - Synthetic Black,$745.00
,Gard - Flugelhorn Gig Bags,,
,GAFLU2MLK,Gard Single Flugelhorn Gig Bag - Leather Black,$455.00
,GAFLU2MLN,Gard Single Flugelhorn Gig Bag - Leather Brown,$469.00
,GAFLU2MLY,Gard Single Flugelhorn Gig Bag - Leather Burgundy,$469.00
,GAFLU2MSK,Gard Single Flugelhorn Gig Bag - Synthetic Black,$279.00
,Gard - Single Cornet Gig Bags,,
,GACOR3MLK,Gard Single Cornet Gig Bag - Leather Black,$359.00
,GACOR3MSK,Gard Single Cornet Gig Bag - Synthetic Black,$245.00
,GACOR3MLY,Gard Single Cornet Gig Bag - Leather Burgundy,$395.00
,GACOR3BMSK,Gard Single Large Cornet Gig Bag - Synthetic Black - For American wrap cornets,$265.00
,GACOR3ELK,Gard Elite Cornet Gig Bag - Leather Black w/ Brown Trim,$485.00
,GACOR3ESK,Gard Elite Cornet Gig Bag - Synthetic Black w/ Brown Trim,$325.00
,Gard - Double Cornet Gig Bags,,
,GACOR3EHLCNV,Gard Elite Fibreglass Double Cornet Case- Chocolate Brown Leather with Tan Trim,"$1,049.00"
,GACOR3EHSKH,Gard Elite Fibreglass Double Cornet Case- Black Synthetic with Slate Green Leather Trim,$849.00
,Gard - Tenor Trombone Gig Bags,,
,GATB21MLK,"Gard Trombone 8"" Bell Gig Bag - Leather Black - Slide Compartment Outside",$779.00
,GATB21MSK,"Gard Trombone 8"" Bell Gig Bag - Synthetic Black - Slide Compartment Outside",$479.00
,GATB22MLK,Gard Trombone G Series Gig Bag - Leather Black - Slide Compartment Inside,$719.00
,GATB22MSK,Gard Trombone G Series Gig Bag - Synthetic Black - Slide Compartment Inside,$509.00
,GATB22WBFLK,Gard Trombone Wheelie Gig Bag - Leather Black,"$1,349.00"
,GATB22WBFSK,Gard Trombone Wheelie Gig Bag - Synthetic Black,$859.00
,GATB20ESK,Gard Elite Trombone Gig Bag (slide inside main compartment) - Synthetic Black w/ Tan Trim,$609.00
,GATB21ELKMF,Gard Elite Trombone Gig Bag - Leather Black w/ Tan Trim,"$1,039.00"
,GATB21ESKMF,Gard Elite Trombone Gig Bag - Synthetic Black w/ Tan Trim,$785.00
,GATB21CESK,Gard Elite Cut Bell Trombone Gig Bag - Synthetic Black w/ Tan Trim,$735.00
,Gard - Bass & Alto Trombone Gig Bags,,
,GATB23MLK,"Gard Bass Trombone 9"" Bell Gig Bag - Leather Black - Slide Compartment Outside",$845.00
,GATB23MSK,"Gard Bass Trombone 9"" Bell Gig Bag - Synthetic Black - Slide Compartment Outside",$489.00
,GATB24MLK,"Gard Bass Trombone G Series 9-9.5"" Bell Gig Bag - Leather Black - Slide Compartment Inside",$789.00
,GATB24MSK,"Gard Bass Trombone G Series 9-9.5"" Bell Gig Bag - Synthetic Black - Slide Compartment Inside",$565.00
,GATB24WBFLK,Gard Bass Trombone Wheelie Gig Bag - Leather Black,"$1,465.00"
,GATB24WBFSK,Gard Bass Trombone Wheelie Gig Bag - Synthetic Black,$945.00
,GATB23ESKMF,Gard Elite Bass Trombone Gig Bag - Synthetic Black w/ Tan Trim,$859.00
,GATB23CESK,Gard Elite Cut Bell Bass Trombone Gig Bag - Synthetic Black w/ Tan Trim,$785.00
,GATB27MLK,"Gard Alto Trombone 6"" Bell Gig Bag - Leather Black - Slide Compartment Outside",$649.00
,GATB27MSK,"Gard Alto Trombone 6"" Bell Gig Bag - Synthetic Black - Slide Compartment Outside",$419.00
,Gard - French Horn Gig Bags,,
,GAFH41MLK,Gard French Horn Fixed Bell Gig Bag - Leather Black,$619.00
,GAFH41MSK,Gard French Horn Fixed Bell Gig Bag - Synthetic Black,$395.00
,GAFH42MLK,Gard French Horn Screw Bell Gig Bag - Leather Black,$635.00
,GAFH42MSK,Gard French Horn Screw Bell Gig Bag - Synthetic Black,$425.00
,GAFH41WBFLK,Gard French Horn Fixed Bell Wheelie Gig Bag - Leather Black,"$1,299.00"
,GAFH41WBFSK,Gard French Horn Fixed Bell Wheelie Gig Bag - Synthetic Black,$875.00
,GAFH42WBFLK,Gard French Horn Screw Bell Wheelie Gig Bag - Leather Black,"$1,065.00"
,GAFH42WBFSK,Gard French Horn Screw Bell Wheelie Gig Bag - Synthetic Black,$729.00
,GAFH42ECLK,Gard Elite French Horn Screw Bell Gig Bag - Leather Black w/ Tan Trim,$725.00
,GAFH42ECSK,Gard Elite French Horn Screw Bell Gig Bag - Synthetic Black w/ Tan Trim,$549.00
,Gard - Baritone & Tenor Horn Gig Bags,,
,GABH44MLK,"Gard Baritone Horn 9.5"" Bell Gig Bag - Leather Black",$635.00
,GABH44MSK,"Gard Baritone Horn 9.5"" Bell Gig Bag - Synthetic Black",$455.00
,GABH44WBFLK,Gard Baritone Horn Wheelie Gig Bag - Leather Black,"$1,269.00"
,GABH44WBFSK,Gard Baritone Horn Wheelie Gig Bag - Synthetic Black,$825.00
,GATH45MLK,Gard Tenor Horn Gig Bag - Leather Black,$579.00
,GATH45MSK,Gard Tenor Horn Gig Bag - Synthetic Black,$409.00
,Gard - Euphonium Gig Bags,,
,GAEU51MLK,Gard Euphonium Gig Bag - Leather Black,$829.00
,GAEU51MSK,Gard Euphonium Gig Bag - Synthetic Black,$535.00
,GAEU51ESK,Gard Euphonium Gig Bag - Synthetic Black w/ Tan Trim,$665.00
,GAEU52WBFLK,Gard Euphonium Wheelie Gig Bag - Leather Black,"$1,269.00"
,GAEU52WBFSK,Gard Euphonium Wheelie Gig Bag - Synthetic Black,$825.00
,Gard - Tuba Gig Bags,,
,GATU61MLK,"Gard Tuba (Bell up to 16"", Height up to 35"") Gig Bag - Leather Black","$1,239.00"
,GATU61MSK,"Gard Tuba (Bell up to 16"", Height up to 35"") Gig Bag - Synthetic Black",$749.00
,GATU62MLK,"Gard Tuba (Bell up to 19.5"", Height up to 37"") Gig Bag - Leather Black","$1,369.00"
,GATU62MSK,"Gard Tuba (Bell up to 19.5"", Height up to 37"") Gig Bag - Synthetic Black",$849.00
,GATU63MLK,"Gard Tuba (Bell up to 19.5"", Height up to 39"") Gig Bag - Leather Black","$1,435.00"
,GATU63MSK,"Gard Tuba (Bell up to 19.5"", Height up to 39"") Gig Bag - Synthetic Black",$885.00
,GATU64MLK,"Gard Tuba (Bell up to 20"", Height up to 41"") Gig Bag - Leather Black","$1,495.00"
,GATU64MSK,"Gard Tuba (Bell up to 20"", Height up to 41"") Gig Bag - Synthetic Black",$909.00
,GATU65MLK,"Gard Tuba (Bell up to 20.5"", Height up to 43"") Gig Bag - Leather Black","$1,565.00"
,GATU65MSK,"Gard Tuba (Bell up to 20.5"", Height up to 43"") Gig Bag - Synthetic Black",$945.00
,GATU61WBFLK,Gard Tuba 3/4 Wheelie Gig Bag - Leather Black,"$1,759.00"
,GATU61WBFSK,Gard Tuba 3/4 Wheelie Gig Bag - Synthetic Black,"$1,305.00"
,GATU62WBFLK,Gard Tuba Small 4/4 Wheelie Gig Bag - Leather Black,"$1,889.00"
,GATU62WBFSK,Gard Tuba Small 4/4 Wheelie Gig Bag - Synthetic Black,"$1,335.00"
,GATU63WBFLK,Gard Tuba Medium 4/4 Wheelie Gig Bag - Leather Black,"$2,015.00"
,GATU63WBFSK,Gard Tuba Medium 4/4 Wheelie Gig Bag - Synthetic Black,"$1,399.00"
,GATU64WBFLK,Gard Tuba Large 4/4 Wheelie Gig Bag - Leather Black,"$2,145.00"
,GATU64WBFSK,Gard Tuba Large 4/4 Wheelie Gig Bag - Synthetic Black,"$1,435.00"
,GATU65WBFLK,Gard Tuba 5/4 Wheelie Gig Bag - Leather Black,"$2,409.00"
,GATU65WBFSK,Gard Tuba 5/4 Wheelie Gig Bag - Synthetic Black,"$1,465.00"
,GATU71MLK,"Gard Sousaphone 26"" Bell Gig Bag - Leather Black","$1,635.00"
,GATU71MSK,"Gard Sousaphone 26"" Bell Gig Bag - Synthetic Black","$1,039.00"
,Gard - Single Soprano Saxophone Gig Bags,,
,GASS101MLK,Gard Straight Soprano Sax/Clarinet Gig Bag - Leather Black,$295.00
,GASS101MSK,Gard Straight Soprano Sax/Clarinet Gig Bag - Synthetic Black,$235.00
,GASS102MLK,Gard Curved Soprano Removable Neck Gig Bag - Leather Black,$269.00
,GASS102MSK,Gard Curved Soprano Removable Neck Gig Bag - Synthetic Black,$195.00
,GASS101ELGT,Gard Elite Straight Soprano Sax Gig Bag - Leather Green w/ Tan Trim,$399.00
,Gard - Single Alto Saxophone Gig Bags,,
,GAAS104MLK,Gard Alto Sax European Model Gig Bag - Leather Black,$559.00
,GAAS104MSK,Gard Alto Sax European Model Gig Bag - Synthetic Black,$365.00
,GAAS104CMLK,Gard Alto Sax Gig Bag - Leather Black,$559.00
,GAAS104CMLDB,Gard Alto Sax Gig Bag - Leather Dark Brown,$559.00
,GAAS111MLK,Gard Alto Sax Wide Neck Pocket European Model Gig Bag - Leather Black,$659.00
,GAAS111MSK,Gard Alto Sax Wide Neck Pocket European Model Gig Bag - Synthetic Black,$455.00
,GAAS104WBFLK,Gard Alto Sax/Soprano Sax Wheelie Gig Bag - Leather Black,$999.00
,GAAS104WBFSK,Gard Alto Sax/Soprano Sax Wheelie Gig Bag - Synthetic Black,$595.00
,GAAS104CESNV,Gard Elite Alto Sax Gig Bag - Synthetic Brown w/ Tan Trim,$495.00
,GAAS104CESNBV,Gard Elite Alto Sax Gig Bag - Synthetic Blue w/ Tan Trim,$495.00
,GAAS104CESK,Gard Elite Alto Sax Gig Bag - Synthetic Black w/ Tan Trim,$469.00
,GAAS104CELNT,Gard Elite Alto Sax Gig Bag - Leather Dark Brown w/ Tan Trim,$725.00
,GAAS104CEHSK,Gard Elite Fiberglass Alto Sax Case - Synthetic Black w/ Tan Trim,$899.00
,Gard - Single Tenor Saxophone Gig Bags,,
,GATS105MLK,Gard Tenor Sax European Model Gig Bag - Leather Black,$699.00
,GATS105MSK,Gard Tenor Sax European Model Gig Bag - Synthetic Black,$415.00
,GATS105CMLK,Gard Tenor Sax Gig Bag - Leather Black,$699.00
,GATS105CMLDB,Gard Tenor Sax Gig Bag - Leather Dark Brown,$699.00
,GATS105WBFLK,Gard Tenor Sax Wheelie Gig Bag - Leather Black,"$1,145.00"
,GATS105WBFSK,Gard Tenor Sax Wheelie Gig Bag - Synthetic Black,$659.00
,GATS105CELNT,Gard Elite Tenor Sax Gig Bag - Leather Dark Brown w/ Tan Trim,$819.00
,GATS105CEHSK,Gard Elite Fiberglass Tenor Sax Case - Synthetic Black w/ Tan Trim,"$1,175.00"
,Gard - Double Saxophone Gig Bags,,
,GAAS121MLK,Gard Alto + Sop Double Sax European Model Gig Bag - Leather Black,$699.00
,GAAS121MSK,Gard Alto + Sop Double Sax European Model Gig Bag - Synthetic Black,$509.00
,GAAS124WBFLK,Gard Alto+Soprano Sax Doubler's Wheelie Gig Bag - Leather Black,"$1,249.00"
,GAAS124WBFSK,Gard Alto+Soprano Sax Doubler's Wheelie Gig Bag - Synthetic Black,$799.00
,GAAS121ESK,Gard Elite Alto+Sop Sax Doubler's Gig Bag - Synthetic Black w/ Tan Trim,$579.00
,GATS122MLK,Gard Tenor+Soprano Double Sax European Model Gig Bag - Leather Black,$849.00
,GATS122MSK,Gard Tenor+Soprano Double Sax European Model Gig Bag - Synthetic Black,$535.00
,GATS125WBFLK,Gard Tenor+Soprano Sax Doubler's Wheelie Gig Bag - Leather Black,"$1,465.00"
,GATS125WBFSK,Gard Tenor+Soprano Sax Doubler's Wheelie Gig Bag - Synthetic Black,$909.00
,Gard - Baritone & Bass Saxophone Gig Bags,,
,GABS106MLK,Gard Baritone Saxophone Low A Gig Bag - Leather Black,$869.00
,GABS106MSK,Gard Baritone Saxophone Low A Gig Bag - Synthetic Black,$569.00
,GABS107MLK,Gard Baritone Saxophone Low Bb Gig Bag - Leather Black,$909.00
,GABS107MSK,Gard Baritone Saxophone Low Bb Gig Bag - Synthetic Black,$595.00
,GABS106WBFLK,Gard Baritone Sax Low A Wheelie Gig Bag - Leather Black,"$1,599.00"
,GABS106WBFSK,Gard Baritone Sax Low A Wheelie Gig Bag - Synthetic Black,$909.00
,GABS107WBFLK,Gard Baritone Sax Low Bb Wheelie Gig Bag - Leather Black,"$1,599.00"
,GABS107WBFSK,Gard Baritone Sax Low Bb Wheelie Gig Bag - Synthetic Black,$909.00
,GABS108MSK,Gard Bass Saxophone Gig Bag - Synthetic Black,$769.00
,GABS108WBFSK,Gard Bass Saxophone Wheelie Gig Bag - Synthetic Black,"$1,055.00"
,Gard - Single Flute Case Covers,,
,GAFL166BDMLNT,Gard Single Flute Case Cover - B foot - Leather Brown w/ Tan Trim,$135.00
,GAFL166BDMLKY,Gard Single Flute Case Cover - B foot - Leather Black w/ Burgundy Trim,$135.00
,GAFL166BDMLPG,Gard Single Flute Case Cover - B foot - Leather Purple w/ Grey Trim,$135.00
,GAFL166BDMSDK,Gard Single Flute Case Cover - B foot - Synthetic Red w/ Black Trim,$69.00
,GAFL166BDMSAGK,Gard Single Flute Case Cover - B foot - Synthetic Olive w/ Black Trim,$69.00
,GAFL166BDMSNBLB,Gard Single Flute Case Cover - B foot - Synthetic Blue w/ Tan Trim,$69.00
,GAFL164BELON,Gard Single Flute Case Cover - B foot - Leather Brown Gator w/ Blue Trim,$155.00
,GAFL164BELGY,Gard Single Flute Case Cover - B foot -Leather Green Gator w/ Grey Trim,$155.00
,GAFL164BELKP,Gard Single Flute Case Cover - B foot - Leather Black Gator w/ Burgundy Trim,$155.00
,GAFL166CDMLKLB,Gard Single Flute Case Cover - C foot - Leather Black w/ Tan Trim,$129.00
,GAFL166CDMLNT,Gard Single Flute Case Cover - C foot - Leather Brown w/ Tan Trim,$129.00
,Gard - Flute & Piccolo Gig Bags and Case Covers,,
,GAFL162MLK,Gard Flute+Piccolo Combination Gig Bag - Leather Black,$279.00
,GAFL162MSK,Gard Flute+Piccolo Combination Gig Bag - Synthetic Black,$169.00
,GAFL161DMLN,Gard Flute+Piccolo Case Cover - B or C foot - Leather Black w/ Tan Trim,$225.00
,GAFL161DMLP,Gard Flute+Piccolo Case Cover - B or C foot - Leather Black w/ Pink Trim,$225.00
,GAFL161DMLK,Gard Flute+Piccolo Case Cover - B or C foot - Leather Black,$225.00
,GAFL161MSP,Gard Flute+Piccolo Case Cover - B or C foot - Synthetic Black w/ Pink Trim,$105.00
,GAFL161MSE,Gard Flute+Piccolo Case Cover - B or C foot - Synthetic Blue w/ Black Trim,$105.00
,GAFL161MSU,Gard Flute+Piccolo Case Cover - B or C foot - Synthetic Purple w/ Black Trim,$105.00
,"Gard - Mute Bags, Mouthpiece Pouches & Dust Covers",,
,GAMD01,"Gard Elite Bag ""Taco"" Divider - Single",$49.00
,GATR6MLK,Gard Trumpet Mute Bag - Leather,$195.00
,GATR6MSK,Gard Trumpet Mute Bag - Synthetic,$119.00
,GAMPCZT1,Gard Single Trumpet/Trombone Bottle-Shaped Mouthpiece Pouch - Leather Black,$19.00
,GAMPCZU1,Gard Single Tuba Bottle-Shaped Mouthpiece Pouch - Leather Black,$25.00
,GAMPCZT2,Gard Double Trumpet/Trombone Bottle-Shaped Mouthpiece Pouch - Leather Black,$29.00
,GAMPCZU2,Gard Double Tuba Bottle-Shaped Mouthpiece Pouch - Leather Black,$45.00
,GAMPCST1,Gard Single Trumpet Square-Shaped Mouthpiece Pouch - Leather Black,$25.00
,GAMPCSU1,Gard Single Tuba Square-Shaped Mouthpiece Pouch - Leather Black,$35.00
,GAMPCST2,Gard Double Trumpet/Trombone Square-Shaped Mouthpiece Pouch - Leather Black,$35.00
,GAMPCSU2,Gard Double Tuba Square-Shaped Mouthpiece Pouch - Leather Black,$45.00
,GAMPCST4,Gard Quad Trumpet/Trombone Square-Shaped Mouthpiece Pouch - Leather Black,$49.00
,GAMPCZPELK4,Gard Elite Quad Trumpet Mouthpiece Pouch - black leather with brown antique leather trim,$99.00
,GAMPCZPELKY4,Gard Elite Quad Trumpet Mouthpiece Pouch - black leather with cherry leather trim,$99.00
,GADB1KS,Gard Trumpet Dust Bag - Black,$13.00
,GADB51KS,Gard Euphonium Dust Bag - Black,$23.00
,GADB21KS,Gard Trombone Dust Bag - Black,$33.00
,GADB23KS,Gard Bass Trombone Dust Bag - Black,$33.00
,GADB25KS,Gard Large Bass Trombone Dust Bag - Black,$33.00
,GADB27KS,Gard Alto Trombone Dust Bag - Black,$23.00
,GADB65KS,Gard Tuba Dust Bag - Black,$49.00
,GADB2KS,Gard Flugelhorn Dust Bag - Black,$17.00
,GADB3KS,Gard Cornet Dust Bag - Black,$13.00
,GADB45KS,Gard Tenor Horn Dust Bag - Black,$17.00
,GADB44KS,Gard Baritone Horn Dust Bag - Black,$23.00
,GADB42KS,Gard French Horn (Screw Bell) Dust Bag - Black,$17.00
,GADB41KS,Gard French Horn (Fixed Bell) Dust Bag - Black,$23.00
,GADB71KS,Gard Sousaphone Dust Bag - Black,$59.00
,GADB101KS,Gard Straight Soprano Sax Dust Bag - Black,$13.00
,GADB102KS,Gard Curved Soprano Sax Dust Bag - Black,$13.00
,GADB104KS,Gard Alto Sax Dust Bag - Black,$15.00
,GADB105KS,Gard Tenor Sax Dust Bag - Black,$23.00
,GADB106KS,Gard Baritone Sax (low Bb) Dust Bag - Black,$27.00
,Azumi by Altus Flutes,,
,Azumi Z-Series Flutes,,
,AZ-Z1E,"Azumi AZ-Z2E intermediate flute - C foot, sterling silver lip-plate and riser, silver-plated nickel silver headjoint and body, split E, offset G, closed hole keys, French case and cover","$2,399.00"
,AZ-Z1REO,"Azumi AZ-Z1REO intermediate flute - C foot, sterling silver lip plate and riser, silver-plated nickel silver Z-cut headjoint and body, split E, offset G, open hole keys, French case and cover","$2,399.00"
,AZ-Z1RBEO,"Azumi AZ-Z1RBEO intermediate flute - B foot, sterling silver lip-plate and riser, silver-plated nickel silver Z-cut headjoint and body, split E, offset G, open hole keys, French case and cover","$2,699.00"
,AZ-Z2E,"Azumi AZ-Z2E intermediate flute - C foot, sterling silver Z-cut headjoint, silver-plated nickel silver body, split E, offset G, closed hole keys, French case and cover","$3,149.00"
,AZ-Z2REO,"Azumi AZ-Z2REO intermediate flute - C foot, sterling silver Z-cut headjoint, silver-plated nickel silver body, split E, offset G, open hole keys, French case and cover","$3,149.00"
,AZ-Z2RBEO,"Azumi AZ-Z2RBEO intermediate flute - B foot, sterling silver Z-cut headjoint, silver-plated nickel silver body, split E, offset G, open hole keys, French case and cover","$3,449.00"
,AZ-Z2E,"Azumi AZ-Z2E intermediate flute - C foot, sterling silver Z-cut headjoint, silver-plated nickel silver body, split E, offset G, closed hole keys, French case and cover","$3,149.00"
,AZ-Z2REO,"Azumi AZ-Z2REO intermediate flute - C foot, sterling silver Z-cut headjoint, silver-plated nickel silver body, split E, offset G, open hole keys, French case and cover","$3,149.00"
